Species,Latitude,Longitude,Year,Citation,Notes,Censor
Eurycea aquatica,34.3539333,-86.8314,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.3885333,-86.84695,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.3885333,-86.84695,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.3885333,-86.84695,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.5081333,-86.6757167,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.1676833,-86.81325,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.1676833,-86.81325,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.1676833,-86.81325,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.1676833,-86.81325,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.7966667,-86.1595833,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.8008667,-86.1639167,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.8008667,-86.1639167,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.8008667,-86.1639167,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.8008667,-86.1639167,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.8008667,-86.1639167,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.8008667,-86.1639167,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.8008667,-86.1639167,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.8008667,-86.1639167,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.7644167,-86.4086333,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.7644167,-86.4086333,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.7644167,-86.4086333,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.7762667,-86.4995333,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.7762667,-86.4995333,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.81435,-86.111117,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.81435,-86.111117,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,33.81435,-86.111117,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.2961667,-87.27445,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.2961667,-87.27445,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.2706667,-87.3371667,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.2706667,-87.3371667,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.2706667,-87.3371667,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.3964167,-85.4813833,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.3964167,-85.4813833,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.3964167,-85.4813833,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.3964167,-85.4813833,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.3964167,-85.4813833,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.3964167,-85.4813833,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.9448667,-84.78005,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.9448667,-84.78005,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.9448667,-84.78005,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.9448667,-84.78005,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.9448667,-84.78005,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.9448667,-84.78005,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.8999667,-84.97665,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.8999667,-84.97665,,Timpe et al 2009,supplementary data,no
Eurycea aquatica,34.9951333,-84.7996833,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,33.88915,-86.5832167,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,33.88915,-86.5832167,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,33.88915,-86.5832167,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,33.3681167,-86.90325,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,33.3681167,-86.90325,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,33.3649333,-86.6974,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,33.3649333,-86.6974,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,33.1587333,-86.88325,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,33.1587333,-86.88325,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,33.7845333,-86.1298667,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,31.3055667,-85.079,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,31.3055667,-85.079,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,34.57965,-85.0985167,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,34.3267,-85.2432,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,34.3267,-85.2432,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,34.6098167,-85.04825,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,34.9444667,-84.7182,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,34.9444667,-84.7182,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,33.9716,-85.3114,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,32.1583833,-84.2894333,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,34.7014667,-85.3677333,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,34.7014667,-85.3677333,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,34.7014667,-85.3677333,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,34.6537,-85.4169,,Timpe et al 2009,supplementary data,no
Eurycea cirrigera,39.22679,-84.3775,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.39481,-84.3894,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.22069,-84.4791,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,40.09111,-84.2282,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.34306,-84.4541,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.59287,-84.6144,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.4195,-84.4998,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.59111,-84.6114,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.12379,-83.4026,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.6421,-84.4249,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.11844,-83.4086,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.40123,-84.0927,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.39085,-83.927,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.4419,-84.7649,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.61889,-84.0543,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.57474,-84.7614,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.57139,-84.7582,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.7387,-84.6561,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.91431,-83.9053,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.57848,-83.9742,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.4736,-84.0471,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.49318,-84.0238,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.78961,-83.8469,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,38.67285,-83.7482,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,38.78664,-83.9319,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,38.69082,-83.7454,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.4157,-83.9679,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.54685,-83.9695,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.10543,-84.6698,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.26434,-84.5374,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.43174,-84.4333,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.36744,-84.1511,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,37.85666,-83.6778,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.56229,-86.1557,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.56572,-86.1522,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.45313,-86.4713,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,40.13713,-87.209,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.51388,-86.1734,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,40.41389,-86.4514,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,39.56269,-87.26,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,37.19762,-86.2388,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,37.14583,-85.5082,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,37.88299,-83.6762,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,37.85728,-83.6744,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,37.11708,-87.222,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,37.23792,-85.3449,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,36.70624,-86.0489,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,38.95218,-84.7458,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,37.81694,-84.7134,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,37.81723,-84.7122,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,38.4266,-84.9134,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,38.43609,-84.9553,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,38.43518,-84.9539,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,38.91645,-84.7458,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,37.90397,-84.3867,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,37.84513,-83.6588,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,38.38292,-83.1336,,Milanovich & Hopton 2014,emailed author,no
Eurycea cirrigera,38.99504,-84.7163,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,39.10543,-84.6698,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,39.10543,-84.6698,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,39.09191,-84.5821,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,39.09109,-84.5821,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,39.2562,-84.5383,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,39.23496,-84.62,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,39.13809,-84.6439,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,38.8562,-85.6474,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,38.8562,-85.6474,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,37.2187,-86.1312,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,37.78709,-84.5861,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,36.70624,-86.0489,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,37.81694,-84.7134,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,37.83038,-84.7228,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,37.81723,-84.7122,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,37.83038,-84.7228,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,37.85131,-84.7669,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,37.2189,-86.0781,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,38.4764,-84.1931,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,37.50835,-83.9204,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,37.82584,-84.6449,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,37.83038,-84.7228,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,37.90397,-84.3867,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,38.35534,-84.6906,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,37.2189,-86.0781,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,37.71758,-83.7507,,Milanovich & Hopton 2014,emailed author,no
Eurycea lucifuga,37.75908,-83.6666,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,39.39481,-84.3894,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,40.09111,-84.2282,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,39.34306,-84.4541,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,39.59111,-84.6114,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,39.12164,-83.4052,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,39.57139,-84.7582,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,39.4419,-84.7649,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,39.55546,-84.7309,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,39.49318,-84.0238,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,39.78961,-83.8469,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,39.49496,-84.0267,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,38.70483,-82.6203,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,39.56269,-87.26,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,39.45313,-86.4713,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,37.11708,-87.222,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,37.29638,-82.36,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,37.84444,-83.6753,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,37.90397,-84.3867,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,37.84513,-83.6588,,Milanovich & Hopton 2014,emailed author,no
Eurycea longicauda,37.2675,-86.2675,,Milanovich & Hopton 2014,emailed author,no
Eurycea guttolineata,35.0388889,-83.5522222,,Tyburczy et al 2010,methods,no
Eurycea bislineata,40.487778,-80.183611,2017,Siegel et al 2020,emailed author,no
Eurycea cirrigera,35.681111,-86.349722,2005,Niemiller et al 2009,Materials and Methods,no
Eurycea bislineata,38.990852,-77.238151,2005-2006,Grant and Lowe 2009,emailed author,no
Eurycea troglodytes,29.8129,-100.017,2019-2021,Nice et al (202X),emailed author,no
Eurycea troglodytes,29.62867,-99.1779,2019-2021,Nice et al (202X),emailed author,no
Eurycea neotenes,29.68487,-98.8778,2019-2021,Nice et al (202X),emailed author,no
Eurycea neotenes,29.87839,-98.869,2019-2021,Nice et al (202X),emailed author,no
Eurycea neotenes,29.83434,-98.8615,2019-2021,Nice et al (202X),emailed author,no
Eurycea neotenes,29.76817,-98.8601,2019-2021,Nice et al (202X),emailed author,no
Eurycea neotenes,29.842,-98.859,2019-2021,Nice et al (202X),emailed author,no
Eurycea neotenes,29.63417,-98.8527,2019-2021,Nice et al (202X),emailed author,no
Eurycea neotenes,29.58472,-98.7611,2019-2021,Nice et al (202X),emailed author,no
Eurycea neotenes,29.70685,-98.7532,2019-2021,Nice et al (202X),emailed author,no
Eurycea neotenes,29.6375,-98.6944,2019-2021,Nice et al (202X),emailed author,no
Eurycea neotenes,29.70791,-98.694,2019-2021,Nice et al (202X),emailed author,no
Eurycea latitans,29.76379,-98.6789,2019-2021,Nice et al (202X),emailed author,no
Eurycea latitans,29.76222,-98.6664,2019-2021,Nice et al (202X),emailed author,no
Eurycea neotenes,29.6372,-98.6659,2019-2021,Nice et al (202X),emailed author,no
Eurycea latitans,30.09167,-98.6583,2019-2021,Nice et al (202X),emailed author,no
Eurycea neotenes,29.66297,-98.6374,2019-2021,Nice et al (202X),emailed author,no
Eurycea latitans,29.75583,-98.6203,2019-2021,Nice et al (202X),emailed author,no
Eurycea neotenes,29.66065,-98.5993,2019-2021,Nice et al (202X),emailed author,no
Eurycea neotenes,29.66247,-98.5957,2019-2021,Nice et al (202X),emailed author,no
Eurycea latitans,29.87161,-98.4932,2019-2021,Nice et al (202X),emailed author,no
Eurycea latitans,29.8584,-98.4856,2019-2021,Nice et al (202X),emailed author,no
Eurycea latitans,29.86489,-98.4777,2019-2021,Nice et al (202X),emailed author,no
Eurycea latitans,29.9282,-98.451,2019-2021,Nice et al (202X),emailed author,no
Eurycea latitans,29.92419,-98.3745,2019-2021,Nice et al (202X),emailed author,no
Eurycea pterophila,29.92528,-98.155,2019-2021,Nice et al (202X),emailed author,no
Eurycea pterophila,29.92278,-98.1508,2019-2021,Nice et al (202X),emailed author,no
Eurycea pterophila,29.76556,-98.1419,2019-2021,Nice et al (202X),emailed author,no
Eurycea pterophila,29.71246,-98.1375,2019-2021,Nice et al (202X),emailed author,no
Eurycea pterophila,29.7138,-98.1364,2019-2021,Nice et al (202X),emailed author,no
Eurycea pterophila,29.71748,-98.1322,2019-2021,Nice et al (202X),emailed author,no
Eurycea pterophila,30.03417,-98.1222,2019-2021,Nice et al (202X),emailed author,no
Eurycea pterophila,29.99389,-97.9958,2019-2021,Nice et al (202X),emailed author,no
Eurycea nana,29.89,-97.9336,2019-2021,Nice et al (202X),emailed author,no
Eurycea nana,29.89319,-97.9319,2019-2021,Nice et al (202X),emailed author,no
Eurycea nana,29.89389,-97.93,2019-2021,Nice et al (202X),emailed author,no
Eurycea cirrigera,44.954511,-71.484911,2001,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,44.903275,-71.021778,2001,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.161747,-70.904656,2001,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,44.747222,-70.85,2001,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.766667,-70.820833,2001,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.3418,-70.805436,2001,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.328561,-70.795836,2003,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,44.673039,-70.650442,2001,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.34535,-70.614025,2001,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.380556,-70.604167,2000,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.340278,-70.597222,2002,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.478828,-70.595494,2001,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.484911,-70.576053,2001,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.420833,-70.530556,2000,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.433333,-70.523611,2001,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.484444,-70.484444,2000,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.423028,-70.466667,2001,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.097222,-70.380556,2002,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.278747,-70.193522,2001,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.283553,-70.191486,2001,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.208794,-69.855442,2001,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.269861,-69.802783,2001,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,45.254167,-69.773611,2002,"Perkins, D. 2004. Ph.D. Dissertation, University of Maine",emailed author,no
Eurycea cirrigera,43.958,-69.948783,2014,Maine Department of Inland Fisheries and Wildlife (,emailed author,no
Eurycea cirrigera,44.038929,-70.847424,2014,Maine Department of Inland Fisheries and Wildlife (,emailed author,no
Eurycea cirrigera,43.227299,-70.702204,2013,Other,emailed author,no
Eurycea cirrigera,44.609722,-70.615556,2021,Maine Department of Inland Fisheries and Wildlife (,emailed author,no
Eurycea cirrigera,44.610556,-70.615,2021,Maine Department of Inland Fisheries and Wildlife (,emailed author,no
Eurycea cirrigera,44.10278,-70.614722,2021,Maine Department of Inland Fisheries and Wildlife (,emailed author,no
Eurycea cirrigera,44.610556,-70.613889,2021,Maine Department of Inland Fisheries and Wildlife (,emailed author,no
Eurycea cirrigera,44.601667,-70.581667,2021,Maine Department of Inland Fisheries and Wildlife (,emailed author,no
Eurycea cirrigera,44.601111,-70.575278,2021,Maine Department of Inland Fisheries and Wildlife (,emailed author,no
Eurycea cirrigera,44.601389,-70.5725,2021,Maine Department of Inland Fisheries and Wildlife (,emailed author,no
Eurycea cirrigera,43.722581,-70.282095,2019,Maine Department of Inland Fisheries and Wildlife (,emailed author,no
Eurycea cirrigera,44.602536,-69.335153,2014,Persons Personal Communication ,emailed author,no
Eurycea cirrigera,45.778062,-69.926414,2019,Maine Department of Inland Fisheries and Wildlife (,emailed author,no
Eurycea cirrigera,44.488203,-69.69991,2006,Persons Personal Communication ,emailed author,no
Eurycea cirrigera,46.6924,-69.4269,2009,Written Correspondence,emailed author,no
Eurycea cirrigera,44.308303,-68.222179,2005,Persons Personal Communication ,emailed author,no
Eurycea cirrigera,46.611935,-68.008948,2010,Persons Personal Communication ,emailed author,no
Eurycea cirrigera,45.620433,-67.958497,2006,Persons Personal Communication ,emailed author,no
Eurycea cirrigera,45.247,-67.79,2006,Persons Personal Communication ,emailed author,no
Eurycea cirrigera,45.247,-67.79,2006,Persons Personal Communication ,emailed author,no
Eurycea cirrigera,45.247,-67.79,2006,Persons Personal Communication ,emailed author,no
Eurycea cirrigera,45.247,-67.79,2006,Persons Personal Communication ,emailed author,no
Eurycea cirrigera,45.247,-67.79,2006,Persons Personal Communication ,emailed author,no
Eurycea cirrigera,44.71988,-67.66883,2007,Maine Department of Inland Fisheries and Wildlife (,emailed author,no
Eurycea cirrigera,45.1,-67.2,2008,Persons Personal Communication ,emailed author,no
Eurycea cirrigera,37.375654,-80.52214,,Rudolf 2008,emailed author,no
Eurycea cirrigera,38.24475,-79.422417,2005,Marsh 2009,emailed author,no
Eurycea spelaea,36.283333,-91.766667,"2001, 2004",McAllister et al 2006,Intro,no
Eurycea spelaea,36.216667,-93.766667,"2001, 2004",McAllister et al 2007,Intro,no
Eurycea spelaea,37.35,-91.533333,2003,McAllister et al 2008,Intro,no
Eurycea spelaea,37.383333,-91.5,2003,McAllister et al 2009,Intro,no
Eurycea wilderae,34.989734,-83.5555642,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,34.995111,-83.5519151,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,34.996751,-83.5517936,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,35.0161,-83.55359,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,35.01967,-83.55445,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,34.98476,-83.55286,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,34.986735,-83.5448268,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,34.98985,-83.57048,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,35.01226,-83.55928,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,34.973559,-83.5413349,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,34.976005,-83.5374084,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,34.970803,-83.5451134,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,34.9707,-83.54668,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,34.97594,-83.53897,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,34.99073,-83.572,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,35.00492,-83.55394,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,34.998151,-83.562419,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,35.00143,-83.56554,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,35.001899,-83.5658446,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,35.016199,-83.5563911,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,34.95724,-83.55052,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,34.96033,-83.54626,,Rothermel Personal Comminucation,emailed author,no
Eurycea wilderae,34.98569,-83.5615,,Rothermel Personal Comminucation,emailed author,no
